,property_type,tenure,built_year,num_beds,num_baths,size_sqft,total_num_units,lat,lng,subzone,planning_area,price
222,condo,freehold,2023.0,3.0,3.0,1152,58.0,1.3164313,103.8575321,lavender,kallang,2292200.0
223,condo,freehold,2025.0,2.0,1.0,2056,376.0,1.29410615,103.83673469533848,institution hill,river valley,6603300.0
224,hdb,99-year leasehold,1985.0,2.0,2.0,785,375.360850381067,1.35025705,103.75665734562726,bukit batok east,bukit batok,420000.0
225,semi-detached house,freehold,2008.8552631578948,5.0,6.0,5000,375.360850381067,1.3342095,103.8065763,hillcrest,bukit timah,9429000.0
226,hdb,99-year leasehold,1988.0,3.0,2.0,1302,120.0,1.34805165,103.95559016408129,simei,tampines,630000.0
227,bungalow,99-year leasehold,2016.0,6.0,7.0,7432,19.0,1.2411094,103.83616118799549,sentosa,southern islands,16800000.0
228,condo,freehold,2024.0,3.0,4.0,1399,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,3913200.0
229,condo,99-year leasehold,2024.0,4.0,4.0,1410,258.0,1.3454601,103.76950094423792,anak bukit,bukit timah,2752300.0
230,condo,freehold,2016.0,3.0,2.0,1184,130.0,1.2985638,103.88440785352569,tanjong rhu,kallang,3066000.0
231,hdb,99-year leasehold,1995.0,4.0,3.0,1636,55.0,1.3923914,103.7443826,choa chu kang north,choa chu kang,798000.0
232,condo,99-year leasehold,2008.0,1.0,1.0,689,1111.0,1.28099045,103.85274051881804,central subzone,downtown core,1491000.0
233,hdb,99-year leasehold,1984.0,3.0,2.0,990,375.360850381067,1.3577742499999998,103.8707064,serangoon garden,serangoon,577500.0
234,hdb,99-year leasehold,1986.0,3.0,2.0,1119,375.360850381067,1.4209385,103.8361094498475,yishun south,yishun,522900.0
235,condo,freehold,2025.0,3.0,2.0,1227,230.0,1.31730585,103.83260746060152,nassim,tanglin,3570000.0
236,condo,99-year leasehold,2023.0,2.0,2.0,646,1410.0,1.36679605,103.8865753660334,kovan,hougang,1291500.0
237,condo,freehold,2008.0,1.0,1.0,592,295.0,1.30406545,103.84891443109451,mount emily,rochor,1365000.0
238,hdb,99-year leasehold,2016.0,2.0,2.0,732,375.360850381067,1.3275507,103.92353911934822,kembangan,bedok,577500.0
239,condo,freehold,2024.0,2.0,2.0,689,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,2119300.0
240,hdb,99-year leasehold,1982.0,2.0,2.0,721,375.360850381067,1.3399244,103.74071666615536,yuhua east,jurong east,420000.0
241,condo,freehold,2016.0,3.0,2.0,1378,130.0,1.2985638,103.88440785352569,tanjong rhu,kallang,3849300.0
242,hdb,99-year leasehold,2018.0,3.0,2.0,1011,727.0,1.3910774,103.88088316042156,fernvale,sengkang,603800.0
243,hdb,99-year leasehold,1987.0,3.0,2.0,904,375.360850381067,1.3348851000000002,103.91173421423876,kaki bukit,bedok,493500.0
244,condo,99-year leasehold,2025.0,3.0,2.0,1141,396.0,1.28617715,103.83955002171584,pearl's hill,outram,2730000.0
245,bungalow,freehold,2007.0,6.0,4.0,4000,15.0,1.3562233,103.8322278,upper thomson,bishan,12810000.0
246,executive condo,99-year leasehold,2023.0,4.0,3.0,1152,496.0,1.4472921,103.82838332163992,sembawang east,sembawang,1260000.0
247,executive condo,99-year leasehold,2026.0,4.0,3.0,1399,413.0,1.4446778,103.8311689,sembawang east,sembawang,1764000.0
248,condo,freehold,2025.0,2.0,2.0,807,376.0,1.29410615,103.83673469533848,institution hill,river valley,2787800.0
249,condo,99-year leasehold,2023.0,3.0,2.0,1141,455.0,1.3027702,103.8694351,tanjong rhu,kallang,3360000.0
250,condo,freehold,2025.0,4.0,3.0,1227,31.0,1.3131859,103.8996932,geylang east,geylang,2605300.0
251,apartment,99-year leasehold,2014.0,1.0,1.0,560,118.0,1.3004468,103.8459093811848,dhoby ghaut,museum,1365000.0
252,hdb,99-year leasehold,2004.0,3.0,2.0,914,375.360850381067,1.38122065,103.8801741,trafalgar,hougang,519800.0
253,bungalow,freehold,2013.7166666666667,6.0,9.0,4352,375.360850381067,1.3870489,103.872999,seletar hills,serangoon,9166500.0
254,condo,freehold,2023.0,2.0,2.0,667,340.0,1.3159611,103.836848,moulmein,novena,2047500.0
255,condo,99-year leasehold,2023.0,3.0,2.0,1249,455.0,1.3027702,103.8694351,tanjong rhu,kallang,3780000.0
256,condo,99-year leasehold,2026.0,3.0,3.0,1000,605.0,1.3859375,103.8344656879244,tagore,ang mo kio,2415000.0
257,hdb,99-year leasehold,2000.0,3.0,2.0,1238,375.360850381067,1.3359523,103.9389362608958,bedok reservoir,bedok,774900.0
258,condo,99-year leasehold,1998.0,3.0,3.0,1206,234.0,1.2980308,103.76637790361508,clementi west,clementi,1701000.0
259,condo,99-year leasehold,2026.0,3.0,2.0,1066,487.0,1.3707978,103.9469571,pasir ris central,pasir ris,1942500.0
260,condo,99-year leasehold,2016.0,1.0,1.0,517,512.0,1.3648386499999998,103.7641701502389,hillview,bukit batok,819000.0
261,hdb,99-year leasehold,1988.0,3.0,2.0,1119,83.0,1.4180438,103.8405602,yishun south,yishun,525000.0
262,bungalow,freehold,2005.1052631578948,7.0,6.0,11560,375.360850381067,1.3376913,103.7860849,swiss club,bukit timah,15624000.0
263,condo,99-year leasehold,2016.0,2.0,2.0,764,435.0,1.44310135,103.82466174239444,sembawang springs,sembawang,945000.0
264,condo,99-year leasehold,2026.0,3.0,2.0,1044,605.0,1.3859375,103.8344656879244,tagore,ang mo kio,2192400.0
265,executive condo,99-year leasehold,2014.0,4.0,3.0,1876,574.0,1.3501789,103.9284450931913,tampines west,tampines,2100000.0
266,apartment,freehold,2015.0,2.0,2.0,818,101.0,1.32956515,103.86824104469466,potong pasir,toa payoh,1575000.0
267,terraced house,freehold,1998.0,4.0,3.0,1617,375.360850381067,1.3721314,103.8287,sembawang hills,ang mo kio,3675000.0
268,condo,freehold,2023.0,1.0,1.0,495,69.0,1.3087662,103.8090654,ridout,tanglin,1527800.0
269,condo,freehold,2024.0,3.0,2.0,872,85.0,1.3307095,103.8683907,potong pasir,toa payoh,2568300.0
270,condo,99-year leasehold,2024.0,4.0,3.0,1281,667.0,1.33869315,103.87174954613296,bidadari,toa payoh,3081800.0
271,condo,99-year leasehold,2024.0,2.0,2.0,614,522.0,1.29773195,103.8559134735316,bugis,downtown core,1901600.0
272,condo,99-year leasehold,2023.0,1.0,1.0,527,1074.0,1.304855,103.77377633404797,dover,queenstown,1260000.0
273,hdb,99-year leasehold,1989.0,4.0,3.0,1571,55.0,1.3257831,103.90975001517054,kembangan,bedok,976500.0
274,apartment,99-year leasehold,2022.0,2.0,2.0,689,1259.0,1.2915204500000002,103.80511320990595,mei chin,queenstown,1974000.0
275,condo,99-year leasehold,2020.0,2.0,2.0,926,710.0,1.34556315,103.72430663878671,hong kah,jurong west,1470000.0
276,condo,99-year leasehold,2023.0,4.0,4.0,1464,1468.0,1.3171376,103.75970123067364,faber,clementi,2929500.0
277,hdb,99-year leasehold,2003.0,3.0,2.0,1184,90.0,1.3984349,103.907281,punggol field,punggol,577500.0
278,condo,99-year leasehold,2026.0,2.0,1.0,678,448.0,1.44002835,103.82774103667388,sembawang springs,sembawang,1080400.0
279,condo,freehold,2026.0,2.0,2.0,710,137.0,1.3159484,103.8575892,lavender,kallang,1502600.0
280,hdb,99-year leasehold,2000.0,3.0,2.0,1033,375.360850381067,1.2931142000000002,103.81139312358758,margaret drive,queenstown,945000.0
281,hdb,99-year leasehold,2017.0,3.0,2.0,1216,375.360850381067,1.4479183,103.8313757728877,sembawang east,sembawang,771800.0
282,condo,99-year leasehold,2024.0,4.0,4.0,1581,298.0,1.29988105,103.88811428633838,mountbatten,marine parade,3853500.0
283,executive condo,99-year leasehold,2025.0,4.0,3.0,1206,700.0,1.3568431,103.9304835395196,tampines west,tampines,1470000.0
284,condo,99-year leasehold,2024.0,3.0,2.0,1206,298.0,1.29988105,103.88811428633838,mountbatten,marine parade,2918000.0
285,hdb,99-year leasehold,2018.0,3.0,2.0,1000,405.0,1.3249096,103.85559309602272,balestier,novena,827400.0
286,executive condo,99-year leasehold,2026.0,3.0,3.0,1044,413.0,1.4446778,103.8311689,sembawang east,sembawang,1202200.0
287,condo,99-year leasehold,2024.0,3.0,2.0,958,460.0,1.3660231,103.77507192428756,dairy farm,bukit panjang,1607100.0
288,condo,freehold,2024.0,1.0,1.0,484,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,1485100.0
289,condo,99-year leasehold,2026.0,2.0,1.0,710,487.0,1.3707978,103.9469571,pasir ris central,pasir ris,1470000.0
290,condo,99-year leasehold,2016.0,2.0,2.0,1119,70.0,1.2908896,103.83745798944445,robertson quay,singapore river,2814000.0
291,hdb,99-year leasehold,1990.0,3.0,2.0,1119,95.0,1.34352555,103.69619334465212,yunnan,jurong west,513300.0
292,hdb,99-year leasehold,2017.0,3.0,2.0,1001,1143.0,1.3739713999999998,103.74261706500718,keat hong,choa chu kang,588000.0
293,condo,99-year leasehold,2023.0,4.0,4.0,1496,1074.0,1.304855,103.77377633404797,dover,queenstown,3045000.0
294,condo,freehold,2009.0,2.0,2.0,850,55.0,1.30646595,103.84754111158836,mackenzie,rochor,1575000.0
295,semi-detached house,99-year leasehold,2022.0,6.0,6.0,5748,53.0,1.36703,103.88996647282468,hougang central,hougang,4615800.0
296,bungalow,99-year leasehold,1997.0,6.0,6.0,5580,375.360850381067,1.325923,103.7961083,coronation road,bukit timah,14910000.0
297,hdb,99-year leasehold,2016.0,3.0,2.0,990,375.360850381067,1.3752048499999998,103.88237156026992,trafalgar,hougang,699300.0
298,hdb,99-year leasehold,2004.0,3.0,2.0,1023,109.0,1.3958683,103.91531983818668,punggol field,punggol,598500.0
299,bungalow,freehold,2011.0,6.0,8.0,9000,375.360850381067,1.3417329,103.7881476,swiss club,bukit timah,54600000.0
300,executive condo,99-year leasehold,2016.0,4.0,2.0,1249,653.0,1.432231,103.79930106701984,woodlands south,woodlands,1449000.0
301,condo,freehold,2021.0,3.0,3.0,1227,80.0,1.3455515,103.8815143,upper paya lebar,serangoon,2696200.0
302,condo,99-year leasehold,2010.0,3.0,3.0,2723,41.0,1.2433584,103.8374519,sentosa,southern islands,10269000.0
303,condo,99-year leasehold,2022.0,1.0,1.0,474,476.0,1.3271094,103.7964042,coronation road,bukit timah,1360100.0
304,condo,99-year leasehold,2026.0,3.0,2.0,947,115.0,1.3404645,103.88373309629344,joo seng,toa payoh,1890000.0
305,hdb,99-year leasehold,2017.0,3.0,2.0,1001,1179.0,1.3095995,103.78404524621212,ghim moh,queenstown,1016400.0
306,condo,99-year leasehold,2023.0,4.0,4.0,1399,774.0,1.28301625,103.83988698554164,pearl's hill,outram,3953200.0
307,condo,99-year leasehold,2025.0,5.0,5.0,3454,296.0,1.3116278,103.79388546155636,holland drive,queenstown,12821900.0
308,terraced house,freehold,1981.0,3.0,3.0,2000,194.0,1.3540412,103.8436266,marymount,bishan,4200000.0
309,hdb,99-year leasehold,1986.0,3.0,2.0,904,375.360850381067,1.37241715,103.8876040216907,hougang west,hougang,513300.0
310,semi-detached house,freehold,1989.0,4.0,3.0,2800,42.0,1.32447465,103.95398884766334,bedok south,bedok,6699000.0
311,hdb,99-year leasehold,2002.0,3.0,2.0,1183,375.360850381067,1.31138395,103.76718230321153,clementi central,clementi,966000.0
312,hdb,99-year leasehold,2002.0,3.0,2.0,1184,375.360850381067,1.3480872,103.70749848025282,boon lay place,jurong west,735000.0
313,condo,99-year leasehold,2026.0,4.0,4.0,1378,407.0,1.3113226999999998,103.85247580094573,kampong java,kallang,2884400.0
314,condo,freehold,2009.0,2.0,3.0,1001,41.0,1.3143868,103.8445323,moulmein,novena,1837500.0
315,condo,99-year leasehold,2024.0,3.0,2.0,969,219.0,1.4417104,103.82765897017129,sembawang springs,sembawang,1470000.0
316,semi-detached house,freehold,1970.0,6.0,7.0,8000,375.360850381067,1.30640765,103.93278955123664,siglap,bedok,6279000.0
317,executive condo,99-year leasehold,2027.0,3.0,2.0,969,616.0,1.4349279,103.8452818,yishun east,yishun,1197000.0
318,condo,99-year leasehold,2026.0,4.0,4.0,1959,696.0,1.2915415,103.84517442690934,clarke quay,singapore river,5821200.0
319,executive condo,99-year leasehold,2024.0,5.0,2.0,1400,496.0,1.38880665,103.8696866241516,fernvale,sengkang,1680000.0
320,hdb,99-year leasehold,1986.0,3.0,2.0,904,375.360850381067,1.37241715,103.8876040216907,hougang west,hougang,513300.0
321,condo,99-year leasehold,2026.0,2.0,2.0,829,696.0,1.29142015,103.84426811480154,clarke quay,singapore river,2337300.0
322,condo,freehold,2025.0,1.0,1.0,527,376.0,1.29410615,103.83673469533848,institution hill,river valley,1739800.0
323,condo,99-year leasehold,2024.0,2.0,1.0,721,74.0,1.375344,103.7587454,gombak,bukit batok,1118200.0
324,executive condo,99-year leasehold,2016.0,4.0,2.0,1195,512.0,1.4009397,103.89726215543872,matilda,punggol,1554000.0
325,hdb,99-year leasehold,1999.0,3.0,2.0,1076,121.0,1.4471134,103.8205092,sembawang central,sembawang,630100.0
326,hdb,99-year leasehold,1987.0,3.0,2.0,1109,375.360850381067,1.3743862,103.8829037,hougang west,hougang,480900.0
327,condo,freehold,2023.0,3.0,3.0,1163,340.0,1.3159611,103.836848,moulmein,novena,3381000.0
328,semi-detached house,freehold,1976.0,3.0,4.0,5800,375.360850381067,1.3903539,103.860559,seletar hills,serangoon,9333300.0
329,bungalow,99-year leasehold,2010.0,6.0,6.0,11600,375.360850381067,1.2481118,103.8406065,sentosa,southern islands,26827500.0
330,hdb,99-year leasehold,1975.0,3.0,2.0,1227,375.360850381067,1.3253011,103.9232041,kembangan,bedok,732900.0
331,hdb,99-year leasehold,1988.0,3.0,2.0,1119,375.360850381067,1.3550445,103.93650194878953,tampines west,tampines,582800.0
332,apartment,99-year leasehold,2013.0,3.0,3.0,1604,221.0,1.2802667,103.85227306856048,central subzone,downtown core,3150000.0
333,hdb,99-year leasehold,1986.0,3.0,2.0,1313,375.360850381067,1.2877094,103.81218665932803,alexandra hill,bukit merah,840000.0
334,condo,99-year leasehold,2014.0,3.0,3.0,1173,329.0,1.37035665,103.8485357761894,ang mo kio town centre,ang mo kio,2507400.0
335,condo,freehold,2023.0,4.0,4.0,1496,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,4711400.0
336,hdb,99-year leasehold,1985.0,2.0,2.0,731,375.360850381067,1.3201249,103.73985825933735,teban gardens,jurong east,367500.0
337,corner terrace,freehold,1999.0978260869565,5.0,7.0,5500,375.360850381067,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,7140000.0
338,condo,freehold,2014.0,4.0,4.0,2842,35.0,1.3088303,103.83013049275884,orange grove,newton,16054500.0
339,condo,99-year leasehold,2018.0,4.0,4.0,1496,493.0,1.30120955,103.8470858524024,mount emily,rochor,3255000.0
340,condo,99-year leasehold,2010.0,1.0,1.0,635,168.0,1.27421825,103.84600550482058,tanjong pagar,downtown core,1353300.0
341,condo,99-year leasehold,2024.0,3.0,2.0,1302,298.0,1.29988105,103.88811428633838,mountbatten,marine parade,2625000.0
342,condo,99-year leasehold,2002.0,3.0,3.0,1227,420.0,1.3375473,103.93415307748012,bedok reservoir,bedok,1751400.0
343,condo,99-year leasehold,2021.0,4.0,3.0,1238,519.0,1.35110615,103.87682598525656,upper paya lebar,serangoon,2835000.0
344,condo,freehold,2009.0,2.0,2.0,850,55.0,1.30646595,103.84754111158836,mackenzie,rochor,1627500.0
345,semi-detached house,freehold,2015.8861788617887,5.0,4.0,3500,375.360850381067,1.3650701,103.8850664,kovan,hougang,7140000.0
346,hdb,99-year leasehold,1973.0,2.0,2.0,818,375.360850381067,1.3423271,103.84650107946786,toa payoh west,toa payoh,428400.0
347,condo,99-year leasehold,2023.0,2.0,1.0,689,188.0,1.30010805,103.84667445597408,dhoby ghaut,museum,1862700.0
348,condo,freehold,2025.0,2.0,2.0,786,230.0,1.31730585,103.83260746060152,nassim,tanglin,2372000.0
349,hdb,99-year leasehold,1989.0,4.0,2.0,1313,88.0,1.37979675,103.74819670575044,choa chu kang central,choa chu kang,583300.0
350,condo,99-year leasehold,2023.0,2.0,1.0,700,774.0,1.28301625,103.83988698554164,pearl's hill,outram,2052800.0
351,hdb,99-year leasehold,1996.0,3.0,2.0,1087,375.360850381067,1.4374566,103.7930017,midview,woodlands,510300.0
352,hdb,99-year leasehold,2017.0,4.0,3.0,1291,503.0,1.3997063,103.88879840590312,anchorvale,sengkang,735000.0
353,hdb,99-year leasehold,1987.0,3.0,2.0,1109,375.360850381067,1.34388045,103.85508673340044,bishan east,bishan,714000.0
354,semi-detached house,freehold,1999.0,5.0,6.0,5678,12.0,1.3247753,103.9173427,kembangan,bedok,7140000.0
355,condo,99-year leasehold,2023.0,4.0,4.0,1496,1468.0,1.3171376,103.75970123067364,faber,clementi,2835000.0
356,condo,freehold,2016.0,3.0,2.0,850,180.0,1.3157213,103.84160862206242,moulmein,novena,1890000.0
357,condo,freehold,2022.0,2.0,1.0,700,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,1637000.0
358,condo,freehold,2021.0,4.0,4.0,1475,285.0,1.330403,103.7949393,holland road,bukit timah,4329000.0
359,bungalow,freehold,1990.0,5.0,5.0,7200,375.360850381067,1.3197144,103.8299065,malcolm,novena,24150000.0
360,condo,99-year leasehold,2025.0,1.0,1.0,484,219.0,1.29636395,103.857202171856,city hall,downtown core,1594700.0
361,hdb,99-year leasehold,2006.0,3.0,2.0,915,1529.0,1.32095,103.9011000997701,geylang east,geylang,840000.0
362,hdb,99-year leasehold,1980.0,2.0,2.0,731,375.360850381067,1.3720323,103.85760484542894,cheng san,ang mo kio,420000.0
363,condo,freehold,2022.0,1.0,1.0,710,70.0,1.31735885,103.83802909608715,moulmein,novena,1837500.0
364,hdb,99-year leasehold,1986.0,2.0,2.0,689,375.360850381067,1.3768779,103.8934395,hougang east,hougang,399000.0
365,hdb,99-year leasehold,1992.0,3.0,3.0,1603,81.0,1.3564943,103.84806592328592,marymount,bishan,1260000.0
366,corner terrace,freehold,2009.5714285714287,4.0,4.0,3200,375.360850381067,1.3131859,103.8996932,geylang east,geylang,5124000.0
367,hdb,99-year leasehold,1986.0,3.0,3.0,1571,375.360850381067,1.327212,103.90385838129563,kampong ubi,geylang,1575000.0
368,condo,99-year leasehold,2025.0,4.0,3.0,2637,429.0,1.26522915,103.81751884226044,maritime square,bukit merah,5591200.0
369,hdb,99-year leasehold,2017.0,3.0,2.0,1216,375.360850381067,1.40890185,103.89836699183896,punggol town centre,punggol,892500.0
370,condo,99-year leasehold,2023.0,2.0,1.0,614,378.0,1.3124025,103.84117158557598,moulmein,novena,1830200.0
371,executive condo,99-year leasehold,2027.0,5.0,4.0,1593,616.0,1.4349279,103.8452818,yishun east,yishun,2071400.0
372,condo,99-year leasehold,2023.0,4.0,3.0,1324,680.0,1.3830328,103.89206521050926,compassvale,sengkang,2475900.0
373,hdb,99-year leasehold,2016.0,3.0,2.0,1001,375.360850381067,1.4039628,103.8952956011628,matilda,punggol,669900.0
374,condo,99-year leasehold,2023.0,1.0,1.0,431,774.0,1.28301625,103.83988698554164,pearl's hill,outram,1236900.0
375,condo,freehold,2023.0,1.0,1.0,474,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,1415400.0
376,condo,99-year leasehold,2026.0,4.0,4.0,1302,448.0,1.44002835,103.82774103667388,sembawang springs,sembawang,2082200.0
377,condo,99-year leasehold,2012.0,2.0,2.0,1119,330.0,1.3362446,103.86977616841138,woodleigh,toa payoh,1709400.0
378,condo,99-year leasehold,2026.0,5.0,5.0,1894,407.0,1.3113226999999998,103.85247580094573,kampong java,kallang,3150000.0
379,hdb,99-year leasehold,1976.0,2.0,2.0,700,375.360850381067,1.3472528,103.71391419411,boon lay place,jurong west,357000.0
380,hdb,99-year leasehold,1970.0,2.0,2.0,721,375.360850381067,1.2938177,103.8036648294842,mei chin,queenstown,378000.0
381,hdb,99-year leasehold,2017.0,3.0,2.0,1022,375.360850381067,1.34481015,103.74566243957514,bukit batok west,bukit batok,681200.0
382,hdb,99-year leasehold,2017.0,3.0,2.0,1044,688.0,1.3949801,103.9107893,punggol field,punggol,651000.0
383,hdb,99-year leasehold,1979.0,3.0,2.0,1023,91.0,1.3137768,103.7623974,clementi central,clementi,627900.0
384,condo,freehold,2022.0,3.0,4.0,1539,70.0,1.31735885,103.83802909608715,moulmein,novena,3609900.0
385,condo,freehold,2025.0,2.0,2.0,807,376.0,1.29410615,103.83673469533848,institution hill,river valley,2453800.0
386,semi-detached house,freehold,2002.0,5.0,5.0,4000,375.360850381067,1.3245794,103.9136468,kembangan,bedok,6174000.0
387,hdb,99-year leasehold,2003.0,3.0,2.0,936,375.360850381067,1.30779005,103.78372514328296,dover,queenstown,645800.0
388,condo,freehold,2024.0,4.0,3.0,1302,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,2625000.0
389,condo,freehold,2000.0,3.0,2.0,946,54.0,1.29492295,103.8390237,institution hill,river valley,1879500.0
390,bungalow,99-year leasehold,2010.0,6.0,7.0,11500,375.360850381067,1.2481118,103.8406065,sentosa,southern islands,22890000.0
391,hdb,99-year leasehold,1979.0,3.0,2.0,990,160.0,1.3293218,103.93109043474324,bedok north,bedok,551200.0
392,terraced house,99-year leasehold,2013.7166666666667,4.0,4.0,4000,132.0,1.3818078,103.8628565,seletar hills,serangoon,3675000.0
393,condo,99-year leasehold,2027.0,3.0,2.0,893,158.0,1.3252767,103.9326308,bedok north,bedok,1795500.0
